"Etablissement","Code_etablissement","Code_commune","Secteur","Effectif","Taux_reussite","Filiere"
"LYCEE DIDEROT","0620070P","62215","PU",168,89,"TFC"
"LYCEE JEAN BOSCO (GENERAL ET TECHNO.)","0622150A","62397","PR",31,90,"TFC"
"LYCEE FERNAND DARCHICOURT","0620093P","62427","PU",443,87,"TFC"
"LYCEE LOUIS PASTEUR (GENERAL ET TECHNO.)","0620095S","62427","PU",219,88,"TFC"
"LYCEE HOTELIER (GENERAL ET TECHNO.)","0622807P","62826","PU",50,88,"TFC"
"LYCEE AUGUSTE BEHAL","0620109G","62498","PU",196,72,"TFC"
"LYCEE CONDORCET","0620108F","62498","PU",216,82,"TFC"
"LYCEE SAINT PAUL (GENERAL ET TECHNO.)","0622114L","62498","PR",276,100,"TFC"
"LYCEE HENRI DARRAS","0620113L","62510","PU",335,86,"TFC"
"LYCEE ANATOLE FRANCE","0620120U","62516","PU",238,91,"TFC"
"LYCEE BLAISE PASCAL","0622803K","62525","PU",273,96,"TFC"
"LYCEE LA MALASSISE","0622116N","62525","PR",170,100,"TFC"
"LYCEE EUGENE WOILLEZ (GENERAL ET TECHNO.)","0620140R","62588","PU",291,89,"TFC"
"LYCEE D'ARTOIS (GENERAL ET TECHNO.)","0624440P","62617","PU",147,86,"TFC"
"LYCEE GIRAUX SANNIER (GENERAL ET TECHNO.)","0624109E","62758","PU",164,96,"TFC"
"LYCEE SAINT JOSEPH","0622198C","62758","PR",119,95,"TFC"
"LYCEE ALEXANDRE RIBOT","0620161N","62765","PU",374,91,"TFC"
"LYCEE NOTRE-DAME DE SION","0622120T","62765","PR",109,96,"TFC"
"LYCEE SAINT DENIS (GENERAL ET TECHNO.)","0622199D","62765","PR",101,94,"TFC"
"LYCEE ALBERT CHATELET","0620166U","62767","PU",308,92,"TFC"
"LYCEE VOLTAIRE","0623915U","62895","PU",369,85,"TFC"
"LYCEE BOSSUET","0190058K","19031","PR",161,93,"TFC"
"LYCEE D ARSONVAL","0190011J","19031","PU",352,93,"TFC"
"LYCEE DANTON (GENERAL ET TECHNO.)","0190012K","19031","PU",118,94,"TFC"
"LYCEE GEORGES CABANIS","0190010H","19031","PU",192,87,"TFC"
"LYCEE MARGUERITE BAHUET (GENERAL ET TECHNO.)","0190083M","19031","PR",73,96,"TFC"
"LYCEE PIERRE CARAMINOT (GENERAL ET TECHNO.)","0190018S","19073","PU",82,94,"TFC"
"LYCEE EDMOND PERRIER","0190032G","19272","PU",286,95,"TFC"
"LYCEE BERNART DE VENTADOUR","0190038N","19275","PU",160,88,"TFC"
"LYCEE EUGENE JAMOT","0230002C","23008","PU",82,90,"TFC"
"LYCEE JEAN FAVARD (GENERAL ET TECHNO.)","0230051F","23096","PU",153,97,"TFC"
"LYCEE PIERRE BOURDAN","0230020X","23096","PU",209,88,"TFC"
"LYCEE RAYMOND LOEWY","0230025C","23176","PU",124,89,"TFC"
"LYCEE JEAN GIRAUDOUX","0870003F","87011","PU",130,90,"TFC"
"LYCEE AUGUSTE RENOIR","0870017W","87085","PU",293,94,"TFC"
"LYCEE BEAUPEYRAT","0870081R","87085","PR",63,97,"TFC"
"LYCEE GAY LUSSAC","0870015U","87085","PU",317,90,"TFC"
"LYCEE HOTELIER JEAN MONNET (GENERAL ET TECHNO.)","0871030X","87085","PU",23,96,"TFC"
"LYCEE LEONARD LIMOSIN","0870016V","87085","PU",300,90,"TFC"
"LYCEE RAOUL DAUTRY","0870118F","87085","PU",184,92,"TFC"
"LYCEE ST JEAN","0870864S","87085","PR",170,97,"TFC"
"LYCEE SUZANNE VALADON (GENERAL ET TECHNO.)","0870019Y","87085","PU",269,90,"TFC"
"LYCEE TURGOT (GENERAL ET TECHNO.)","0870056N","87085","PU",202,90,"TFC"
"LYCEE PAUL ELUARD","0870040W","87154","PU",153,93,"TFC"
"LYCEE BERNARD PALISSY","0870045B","87161","PU",83,89,"TFC"
"LYCEE JEAN BAPTISTE DARNET","0870050G","87187","PU",133,89,"TFC"
"LYCEE DE LA PLAINE DE L'AIN","0011194T","1004","PU",524,90,"TFC"
"LYCEE SAINT-EXUPERY (GENERAL ET TECHNO.)","0010006B","1033","PU",198,91,"TFC"
"ENSEMBLE SCOLAIRE LAMARTINE","0010069V","1034","PR",59,98,"TFC"
"LYCEE DU BUGEY","0010010F","1034","PU",200,89,"TFC"
"LYCEE ARBEZ CARME (GENERAL ET TECHNO.)","0011119L","1031","PU",159,92,"TFC"
"LYCEE EDGAR QUINET","0010014K","1053","PU",457,94,"TFC"
"LYCEE JOSEPH-MARIE CARRIAT (GENERAL ET TECHNO.)","0010016M","1053","PU",354,88,"TFC"
"LYCEE LALANDE","0010013J","1053","PU",316,93,"TFC"
"LYCEE SAINT PIERRE","0010070W","1053","PR",163,96,"TFC"
"LYCEE JEANNE D'ARC","0010878Z","1071","PR",98,98,"TFC"
"LYCEE INTERNATIONAL","0010072Y","1160","PU",495,95,"TFC"
"LYCEE DE LA COTIERE","0011326L","1049","PU",356,91,"TFC"
"LYCEE SAINT JOSEPH","0010075B","1249","PR",41,98,"TFC"
"LYCEE XAVIER BICHAT (GENERAL ET TECHNO.)","0010032E","1269","PU",135,91,"TFC"
"LYCEE PAUL PAINLEVE (GENERAL ET TECHNO.)","0010034G","1283","PU",151,91,"TFC"
"LYCEE DU VAL DE SAONE","0011276G","1427","PU",329,94,"TFC"
"LYCEE FRANCOIS MAURIAC-FOREZ","0421976V","42005","PU",404,92,"TFC"
"LYCEE L'ASTREE","0422132P","42019","PU",119,87,"TFC"
"LYCEE JEREMIE DE LA RUE (GENERAL ET TECHNO.)","0420008F","42052","PU",109,92,"TFC"
"LYCEE NOTRE DAME","0421025L","42052","PR",35,100,"TFC"
"LYCEE DES HORIZONS","0422284E","42059","PU",190,96,"TFC"
"LYCEE DU FOREZ","0421788R","42094","PU",251,92,"TFC"
"LYCEE ALBERT CAMUS","0420013L","42095","PU",211,86,"TFC"
"LYCEE JACOB HOLTZER","0420014M","42095","PU",153,93,"TFC"
"LYCEE BEAUREGARD","0420018S","42147","PU",403,93,"TFC"
"LYCEE SAINT PAUL FOREZ","0420973E","42147","PR",55,93,"TFC"
"LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.)","0420027B","42186","PU",234,97,"TFC"
"LYCEE ALBERT THOMAS","0420033H","42187","PU",259,92,"TFC"
"LYCEE CARNOT","0420034J","42187","PU",246,97,"TFC"
"LYCEE JEAN PUY","0420031F","42187","PU",265,88,"TFC"
"LYCEE SAINT PAUL","0421023J","42187","PR",79,99,"TFC"
"LYCEE CLAUDE LEBOIS","0420040R","42207","PU",248,92,"TFC"
"LYCEE SAINTE MARIE LA GRAND'GRANGE","0421022H","42207","PR",93,95,"TFC"
"ENSEMBLE SCOLAIRE LA SALLE","0421020F","42218","PR",95,93,"TFC"
"EXTERNAT SAINT MICHEL","0421021G","42218","PR",112,89,"TFC"
"LYCEE CLAUDE FAURIEL","0420041S","42218","PU",275,94,"TFC"
"LYCEE ETIENNE MIMARD","0420046X","42218","PU",113,93,"TFC"
"LYCEE HONORE D'URFE","0420042T","42218","PU",442,90,"TFC"
"LYCEE JEAN MONNET","0420043U","42218","PU",136,88,"TFC"
"LYCEE LA SALESIENNE","0422158T","42218","PR",36,92,"TFC"
"LYCEE SAINT PAUL","0421035X","42218","PR",115,96,"TFC"
"LYCEE SEVIGNE","0421034W","42218","PR",47,94,"TFC"
"LYCEE TEZENAS DU MONTCEL","0420979L","42218","PR",110,90,"TFC"
"LYCEE RENOUVEAU","0422160V","42223","PR",25,96,"TFC"
"LYCEE SIMONE WEIL","0420044V","42275","PU",243,95,"TFC"
"LYCEE AIGUERANDE (GENERAL ET TECHNO.)","0693734J","69019","PU",397,92,"TFC"
"LYCEE JEAN-PAUL SARTRE","0693044J","69029","PU",475,93,"TFC"
"LYCEE BLAISE PASCAL","0693518Z","69044","PU",479,90,"TFC"
"LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.)","0693504J","69072","PU",53,96,"TFC"
"LYCEE AL KINDI","0694086S","69275","PR",52,83,"TFC"
"LYCEE CHARLIE CHAPLIN (GENERAL ET TECHNO.)","0692800U","69275","PU",422,83,"TFC"
"LYCEE ARAGON-PICASSO (GENERAL ET TECHNO.)","0693330V","69091","PU",328,88,"TFC"
"LYCEE ASSOMPTION BELLEVUE","0690539L","69142","PR",170,96,"TFC"
"INSTITUTION DES CHARTREUX","0690564N","69381","PR",255,100,"TFC"
"LYCEE JEAN-BAPTISTE DE LA SALLE","0690671E","69381","PR",190,96,"TFC"
"LYCEE LA MARTINIERE DIDEROT","0690037R","69381","PU",193,97,"TFC"
"LYCEE SAINT LOUIS-SAINT BRUNO","0690563M","69381","PR",134,94,"TFC"
"LYCEE AMPERE","0690023A","69382","PU",383,92,"TFC"
"LYCEE JULIETTE RÉCAMIER","0690032K","69382","PU",163,81,"TFC"
"LYCEE SAINT MARC","0690571W","69382","PR",238,100,"TFC"
"LYCEE CHARLES DE FOUCAULD","0690514J","69383","PR",180,100,"TFC"
"LYCEE LACASSAGNE","0690029G","69383","PU",176,76,"TFC"
"LYCEE ANTOINE DE SAINT-EXUPERY","0690031J","69384","PU",372,95,"TFC"
"LYCEE AUX LAZARISTES","0690522T","69385","PR",261,100,"TFC"
"LYCEE DON BOSCO","0691659D","69385","PR",49,98,"TFC"
"LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.)","0690128P","69385","PU",239,90,"TFC"
"LYCEE LA FAVORITE SAINTE THERESE","0690520R","69385","PR",175,99,"TFC"
"LYCEE NOTRE DAME DES MINIMES","0690519P","69385","PR",109,99,"TFC"
"LYCEE SAINT JUST","0690028F","69385","PU",469,95,"TFC"
"LYCEE SAINTE MARIE LYON","0690521S","69385","PR",427,100,"TFC"
"EXTERNAT DE LA TRINITE","0690533E","69386","PR",97,95,"TFC"
"LYCEE CARREL","0690646C","69386","PR",30,93,"TFC"
"LYCEE DEBORDE","0690529A","69386","PR",44,100,"TFC"
"LYCEE DU PARC","0690026D","69386","PU",183,96,"TFC"
"LYCEE EDOUARD HERRIOT","0690027E","69386","PU",279,97,"TFC"
"CITE SCOLAIRE INTERNATIONALE","0693446W","69387","PU",270,97,"TFC"
"LYCEE BELMONT-CAPDEPON","0690536H","69387","PR",88,95,"TFC"
"LYCEE CHEVREUL","0690574Z","69387","PR",131,98,"TFC"
"LYCEE CHEVREUL LESTONNAC","0690535G","69387","PR",99,99,"TFC"
"LYCEE AUGUSTE ET LOUIS LUMIERE","0690035N","69388","PU",299,82,"TFC"
"LYCEE COLBERT","0690042W","69388","PU",171,78,"TFC"
"LYCEE LA MACHE","0690634P","69388","PR",85,96,"TFC"
"LYCEE LA MARTINIERE MONPLAISIR","0692866R","69388","PU",339,92,"TFC"
"LYCEE LA XAVIERE","0693587Z","69388","PR",108,99,"TFC"
"LYCEE O R T","0690642Y","69388","PR",29,93,"TFC"
"LYCEE PIERRE TERMIER","0690538K","69388","PR",86,94,"TFC"
"LYCEE JEAN PERRIN","0690082P","69389","PU",209,86,"TFC"
"LYCEE JEHANNE DE FRANCE","0693786R","69389","PR",20,80,"TFC"
"LYCEE LA MARTINIERE  DUCHERE","0690038S","69389","PU",401,87,"TFC"
"LYCEE NOTRE DAME DE BELLEGARDE","0690540M","69143","PR",202,99,"TFC"
"LYCEE ROSA PARKS","0694026B","69143","PU",205,97,"TFC"
"LYCEE DES CHASSAGNES","0690542P","69149","PR",63,95,"TFC"
"LYCEE PARC CHABRIERES","0690074F","69149","PU",240,85,"TFC"
"LYCEE SAINT THOMAS D'AQUIN VERITAS","0690543R","69149","PR",282,100,"TFC"
"LYCEE ALBERT CAMUS","0692517L","69286","PU",292,82,"TFC"
"LYCEE GERMAINE TILLION","0694069Y","69171","PU",227,95,"TFC"
"LYCEE RENE DESCARTES","0693654X","69204","PU",448,94,"TFC"
"LYCEE CONDORCET","0693478F","69290","PU",397,82,"TFC"
"LYCEE CHAMPAGNAT","0691654Y","69238","PR",153,99,"TFC"
"LYCEE NOTRE DAME DE BEL AIR","0693267B","69243","PR",103,100,"TFC"
"LYCEE RENE CASSIN","0690085T","69243","PU",148,91,"TFC"
"LYCEE SAINT JOSEPH","0690550Y","69244","PR",113,100,"TFC"
"LYCEE FRANCOIS MANSART (GENERAL ET TECHNO.)","0693566B","69248","PU",92,91,"TFC"
"LYCEE ROBERT DOISNEAU","0693619J","69256","PU",160,72,"TFC"
"LYCEE JACQUES BREL (GENERAL ET TECHNO.)","0692717D","69259","PU",159,72,"TFC"
"LYCEE MARCEL SEMBAT","0690104N","69259","PU",156,78,"TFC"
"LYCEE CLAUDE BERNARD (GENERAL ET TECHNO.)","0690097F","69264","PU",370,91,"TFC"
"LYCEE LOUIS ARMAND (GENERAL ET TECHNO.)","0691644M","69264","PU",328,96,"TFC"
"LYCEE NOTRE DAME","0690553B","69264","PR",87,98,"TFC"
"LYCEE NOTRE DAME DE MONGRE","0690552A","69264","PR",148,100,"TFC"
"LYCEE FREDERIC FAYS (GENERAL ET TECHNO.)","0690103M","69266","PU",228,79,"TFC"
"LYCEE IMMACULEE CONCEPTION","0690554C","69266","PR",148,97,"TFC"
"LYCEE JUIF DE LYON","0693769X","69266","PR",28,96,"TFC"
"LYCEE PIERRE BROSSOLETTE","0690132U","69266","PU",269,83,"TFC"
"LYCEE DU NORD CARAIBE (GENERAL ET TECHNO.)","9720823M","97234","PU",88,90,"TFC"
"LYCEE CENTRE SUD","9720825P","97207","PU",195,96,"TFC"
"LYCEE AMEP (GENERAL ET TECHNO.)","9720615L","97209","PR",95,93,"TFC"
"LYCEE BELLEVUE","9720003W","97209","PU",393,96,"TFC"
"LYCEE DE L'UNION","9720070U","97209","PR",43,63,"TFC"
"LYCEE JOSEPH GAILLARD","9720004X","97209","PU",206,88,"TFC"
"LYCEE ST JOSEPH DE CLUNY","9720063L","97209","PR",134,100,"TFC"
"LYCEE VICTOR SCHOELCHER","9720002V","97209","PU",218,94,"TFC"
"SEMINAIRE COLLEGE STE MARIE","9720829U","97209","PR",47,98,"TFC"
"LYCEE FRANTZ FANON","9720350Y","97230","PU",347,94,"TFC"
"LYCEE LA JETEE (GENERAL ET TECHNO.)","9720771F","97210","PU",159,74,"TFC"
"LYCEE ACAJOU 1","9720694X","97213","PU",129,78,"TFC"
"LYCEE ACAJOU 2 (GENERAL ET TECHNO.)","9720695Y","97213","PU",182,95,"TFC"
"LYCEE JOSEPH PERNOCK (GENERAL ET TECHNO.)","9720726G","97214","PU",78,96,"TFC"
"LYCEE MONTGERALD","9720727H","97217","PU",214,98,"TFC"
"LYCEE JOSEPH ZOBEL (GENERAL ET TECHNO.)","9720725F","97221","PU",198,96,"TFC"
"LYCEE ADVENTISTE RAMA (GENERAL ET TECHNO.)","9720479N","97227","PR",73,100,"TFC"
"LYCEE NORD ATLANTIQUE (GENERAL ET TECHNO.)","9720692V","97228","PU",92,97,"TFC"
"LYCEE DU NORD (GENERAL ET TECHNO.)","9760270P","97601","PU",325,58,"TFC"
"LYCEE TANI MALANDI (GENERAL ET TECHNO.)","9760316P","97606","PU",332,76,"TFC"
"LYCEE DE DEMBENI (GENERAL ET TECHNO.)","9760338N","97607","PU",327,79,"TFC"
"LYCEE YOUNOUSSA BAMANA","9760127J","97611","PU",858,62,"TFC"
"LYCEE DE KAHANI","9760125G","97614","PU",42,98,"TFC"
"LYCEE DE PETITE-TERRE (GENERAL ET TECHNO.)","9760229V","97615","PU",321,83,"TFC"
"LYCEE DE SADA (GENERAL ET TECHNO.)","9760182U","97616","PU",367,75,"TFC"
"LYCEE JULES FIL (GENERAL ET TECHNO.)","0110007Y","11069","PU",341,93,"TFC"
"LYCEE PAUL SABATIER","0110004V","11069","PU",419,92,"TFC"
"LYCEE SAINT LOUIS (GENERAL ET TECHNO.)","0110045P","11069","PR",64,98,"TFC"
"LYCEE FRANCOIS ANDREOSSY","0110013E","11076","PU",39,95,"TFC"
"LYCEE JEAN DURAND (GENERAL ET TECHNO.)","0110012D","11076","PU",283,90,"TFC"
"LYCEE JACQUES RUFFIE (GENERAL ET TECHNO.)","0110019L","11206","PU",189,96,"TFC"
"LYCEE BEAUSEJOUR (GENERAL ET TECHNO.)","0110670U","11262","PR",105,99,"TFC"
"LYCEE DOCTEUR LACROIX","0110022P","11262","PU",384,91,"TFC"
"LYCEE LOUISE MICHEL (GENERAL ET TECHNO.)","0110023R","11262","PU",479,89,"TFC"
"LYCEE BELLEVUE","0300077W","30007","PR",156,99,"TFC"
"LYCEE DE LA SALLE","0300125Y","30007","PR",139,100,"TFC"
"LYCEE JEAN-BAPTISTE DUMAS (GENERAL ET TECHNO.)","0300002P","30007","PU",341,84,"TFC"
"LYCEE ALBERT EINSTEIN (GENERAL ET TECHNO.)","0300950V","30028","PU",409,91,"TFC"
"LYCEE ANDRE CHAMSON (GENERAL ET TECHNO.)","0300052U","30350","PU",123,93,"TFC"
"LYCEE GENEVIEVE DE GAULLE-ANTHONIOZ (GENERAL ET TECHNO.)","0301654K","30169","PU",363,93,"TFC"
"LYCEE ALBERT CAMUS","0300023M","30189","PU",473,89,"TFC"
"LYCEE ALPHONSE DAUDET","0300021K","30189","PU",450,96,"TFC"
"LYCEE DHUODA","0300026R","30189","PU",266,89,"TFC"
"LYCEE EMMANUEL D ALZON (GENERAL ET TECHNO.)","0300080Z","30189","PR",339,93,"TFC"
"LYCEE ERNEST HEMINGWAY (GENERAL ET TECHNO.)","0300027S","30189","PU",236,86,"TFC"
"LYCEE PHILIPPE LAMOUR","0301552Z","30189","PU",336,88,"TFC"
"LYCEE SAINT STANISLAS - SACRE COEUR","0300083C","30189","PR",107,79,"TFC"
"LYCEE ST VINCENT DE PAUL","0300127A","30189","PR",205,94,"TFC"
"LYCEE JACQUES PREVERT (GENERAL ET TECHNO.)","0301778V","30243","PU",203,96,"TFC"
"LYCEE CHARLES GIDE","0300046M","30334","PU",267,97,"TFC"
"LYCEE JEAN VILAR","0301722J","30351","PU",413,89,"TFC"
"LYCEE AUGUSTE LOUBATIERES (GENERAL ET TECHNO.)","0340002T","34003","PU",310,94,"TFC"
"LYCEE FERDINAND FABRE","0340005W","34028","PU",76,92,"TFC"
"LYCEE HENRI IV","0340009A","34032","PU",291,93,"TFC"
"LYCEE JEAN MOULIN (GENERAL ET TECHNO.)","0340011C","34032","PU",451,85,"TFC"
"LYCEE LA TRINITE","0340871M","34032","PR",155,99,"TFC"
"LYCEE GEORGES POMPIDOU (GENERAL ET TECHNO.)","0341921D","34057","PU",389,97,"TFC"
"LYCEE RENE GOSSE","0340023R","34079","PU",192,93,"TFC"
"LYCEE LA MERCI LITTORAL (GENERAL ET TECHNO.)","0342175E","34344","PR",91,96,"TFC"
"LYCEE JEAN-FRANCOIS CHAMPOLLION (GENERAL ET TECHNO.)","0341794R","34129","PU",371,87,"TFC"
"LYCEE JOSEPH VALLOT (GENERAL ET TECHNO.)","0340028W","34142","PU",248,94,"TFC"
"LYCEE LOUIS FEUILLADE (GENERAL ET TECHNO.)","0340030Y","34145","PU",282,84,"TFC"
"LYCEE VICTOR HUGO (GENERAL ET TECHNO.)","0342090M","34145","PU",314,88,"TFC"
"LYCEE ST JOSEPH PIERRE ROUGE (GENERAL ET TECHNO.)","0341521U","34169","PR",95,91,"TFC"
"LYCEE GASTRO HOTEL GEORGES FRECHE (GENERAL ET TECHNO.)","0342225J","34172","PU",43,93,"TFC"
"LYCEE GEORGES CLEMENCEAU","0340039H","34172","PU",372,86,"TFC"
"LYCEE INTERNAT D'EXCELLENCE","0342266D","34172","PU",33,91,"TFC"
"LYCEE JEAN MERMOZ (GENERAL ET TECHNO.)","0340042L","34172","PU",652,84,"TFC"
"LYCEE JEAN MONNET","0341736C","34172","PU",415,88,"TFC"
"LYCEE JOFFRE","0340038G","34172","PU",469,97,"TFC"
"LYCEE JULES GUESDE (GENERAL ET TECHNO.)","0340040J","34172","PU",330,89,"TFC"
"LYCEE NEVERS (GENERAL ET TECHNO.)","0340991T","34172","PR",273,98,"TFC"
"LYCEE NOTRE DAME DE LA MERCI","0340881Y","34172","PR",367,99,"TFC"
"LYCEE RABELAIS","0341765J","34172","PR",77,83,"TFC"
"LYCEE JEAN MOULIN","0340059E","34199","PU",397,84,"TFC"
"LYCEE MARC BLOCH (GENERAL ET TECHNO.)","0342091N","34299","PU",268,88,"TFC"
"LYCEE IRENE ET FREDERIC JOLIOT CURIE","0340076Y","34301","PU",289,91,"TFC"
"LYCEE PAUL VALERY","0340075X","34301","PU",185,95,"TFC"
"LYCEE SAINT-JOSEPH (GENERAL ET TECHNO.)","0341523W","34301","PR",95,100,"TFC"
"LYCEE JEAN JAURES (GENERAL ET TECHNO.)","0342066L","34247","PU",372,97,"TFC"
"LYCEE SAINT PIERRE-SAINT PAUL (GENERAL ET TECHNO.)","0480022N","48080","PR",44,95,"TFC"
"LYCEE SAINT-JOSEPH","0480023P","48092","PR",57,95,"TFC"
"LYCEE CHAPTAL","0480007X","48095","PU",127,96,"TFC"
"LYCEE EMILE PEYTAVIN","0480009Z","48095","PU",73,96,"TFC"
"LYCEE NOTRE-DAME (GENERAL ET TECHNO.)","0480025S","48095","PR",123,96,"TFC"
"LYCEE SACRE-COEUR","0480680D","48140","PR",44,100,"TFC"
"LYCEE THEOPHILE ROUSSEL (GENERAL ET TECHNO.)","0480688M","48140","PU",76,99,"TFC"
"LYCEE CHRISTIAN BOURQUIN (GENERAL ET TECHNO.)","0660924W","66008","PU",40,90,"TFC"
"LYCEE ROSA LUXEMBURG (GENERAL ET TECHNO.)","0660856X","66037","PU",263,95,"TFC"
"LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.)","0660004W","66049","PU",252,95,"TFC"
"LYCEE ET SPORTIF PIERRE DE COUBERTIN","0660057D","66124","PU",109,97,"TFC"
"LYCEE ARISTIDE MAILLOL (GENERAL ET TECHNO.)","0660809W","66136","PU",392,90,"TFC"
"LYCEE FRANCOIS ARAGO","0660010C","66136","PU",444,91,"TFC"
"LYCEE JEAN LURCAT (GENERAL ET TECHNO.)","0660011D","66136","PU",359,86,"TFC"
"LYCEE PABLO PICASSO (GENERAL ET TECHNO.)","0660014G","66136","PU",519,89,"TFC"
"LYCEE SAINT-LOUIS-DE-GONZAGUE","0660768B","66136","PR",143,99,"TFC"
"LYCEE SAINTE-LOUISE-DE-MARILLAC (GENERAL ET TECHNO.)","0660077A","66136","PR",24,100,"TFC"
"NOTRE DAME DE BON SECOURS","0660059F","66136","PR",406,96,"TFC"
"LYCEE CHARLES RENOUVIER (GENERAL ET TECHNO.)","0660021P","66149","PU",182,91,"TFC"
"LYCEE L'ASSOMPTION","0541305A","54099","PR",33,94,"TFC"
"LYCEE LOUIS BERTRAND","0541286E","54099","PU",298,97,"TFC"
"LYCEE JEAN ZAY (GENERAL ET TECHNO.)","0540076P","54273","PU",179,94,"TFC"
"LYCEE LA MALGRANGE","0541986R","54274","PR",154,99,"TFC"
"LYCEE ALFRED MEZIERES (GENERAL ET TECHNO.)","0540030P","54323","PU",311,89,"TFC"
"LYCEE DES RECOLLETS","0541309E","54323","PR",96,96,"TFC"
"LYCEE ERNEST BICHAT","0540034U","54329","PU",347,90,"TFC"
"LYCEE JACQUES-MARIE BOUTET DE MONVEL (GENERAL ET TECHNO.)","0542293Z","54329","PU",71,90,"TFC"
"LYCEE SAINT PIERRE FOURIER","0541312H","54329","PR",44,66,"TFC"
"LYCEE CHARLES DE FOUCAULD","0542408Z","54395","PR",137,87,"TFC"
"LYCEE FREDERIC CHOPIN","0540040A","54395","PU",343,92,"TFC"
"LYCEE GEORGES DE LA TOUR","0540041B","54395","PU",101,85,"TFC"
"LYCEE HENRI LORITZ","0540042C","54395","PU",404,95,"TFC"
"LYCEE HENRI POINCARE","0540038Y","54395","PU",406,89,"TFC"
"LYCEE JEANNE D'ARC","0540039Z","54395","PU",293,93,"TFC"
"LYCEE NOTRE DAME SAINT SIGISBERT","0541318P","54395","PR",215,97,"TFC"
"LYCEE PIERRE DE COUBERTIN","0542161F","54395","PR",40,90,"TFC"
"LYCEE SAINT DOMINIQUE","0541319R","54395","PR",70,89,"TFC"
"LYCEE SAINT LEON IX","0541313J","54395","PR",52,98,"TFC"
"LYCEE JACQUES MARQUETTE","0540058V","54431","PU",244,92,"TFC"
"LYCEE JEAN HANZELET (GENERAL ET TECHNO.)","0541270M","54431","PU",52,94,"TFC"
"LYCEE ARTHUR VAROQUAUX","0540044E","54526","PU",395,90,"TFC"
"LYCEE JEAN-BAPTISTE VATELOT","0541320S","54528","PR",42,95,"TFC"
"LYCEE LOUIS MAJORELLE","0540066D","54528","PU",292,97,"TFC"
"LYCEE JACQUES CALLOT","0540070H","54547","PU",243,92,"TFC"
"LYCEE STANISLAS (GENERAL ET TECHNO.)","0542208G","54578","PU",240,90,"TFC"
"LYCEE RAYMOND POINCARE","0550002D","55029","PU",331,95,"TFC"
"LYCEE SAINT LOUIS","0550047C","55029","PR",85,96,"TFC"
"LYCEE HENRI VOGT (GENERAL ET TECHNO.)","0550008K","55122","PU",183,94,"TFC"
"LYCEE ALFRED KASTLER (GENERAL ET TECHNO.)","0550072E","55502","PU",91,96,"TFC"
"LYCEE JEAN-AUGUSTE MARGUERITTE (GENERAL ET TECHNO.)","0550025D","55545","PU",417,94,"TFC"
"LYCEE SAINTE ANNE","0550049E","55545","PR",71,96,"TFC"
"LYCEE SAINT VINCENT DE PAUL","0573366Z","57012","PR",41,90,"TFC"
"LYCEE LOUIS CASIMIR TEYSSIER (GENERAL ET TECHNO.)","0573326F","57089","PU",157,89,"TFC"
"LYCEE FELIX MAYER (GENERAL ET TECHNO.)","0572022N","57160","PU",228,92,"TFC"
"LYCEE CHARLES HERMITE (GENERAL ET TECHNO.)","0570021N","57177","PU",154,92,"TFC"
"LYCEE ANTOINE DE SAINT-EXUPERY","0570023R","57206","PU",338,89,"TFC"
"LYCEE BLAISE PASCAL (GENERAL ET TECHNO.)","0570030Y","57227","PU",95,89,"TFC"
"LYCEE JEAN MOULIN","0570029X","57227","PU",167,89,"TFC"
"LYCEE SAINT JOSEPH-LA PROVIDENCE","0572340J","57227","PR",53,98,"TFC"
"LYCEE ANNE DE MEJANES","0573683U","57463","PR",48,98,"TFC"
"LYCEE DE LA COMMUNICATION","0573281G","57463","PU",197,92,"TFC"
"LYCEE DE LA SALLE","0570311D","57463","PR",124,98,"TFC"
"LYCEE FABERT","0570054Z","57463","PU",429,95,"TFC"
"LYCEE GEORGES DE LA TOUR","0572757M","57463","PU",543,93,"TFC"
"LYCEE HOTELIER RAYMOND MONDON (GENERAL ET TECHNO.)","0573320Z","57463","PU",45,96,"TFC"
"LYCEE LA MISERICORDE","0570201J","57463","PR",56,86,"TFC"
"LYCEE LOUIS DE CORMONTAIGNE (GENERAL ET TECHNO.)","0573227Y","57463","PU",238,88,"TFC"
"LYCEE LOUIS VINCENT","0570058D","57463","PU",364,98,"TFC"
"LYCEE ROBERT SCHUMAN","0570057C","57463","PU",310,75,"TFC"
"LYCEE JEAN XXIII","0572341K","57480","PR",164,98,"TFC"
"LYCEE ERCKMANN CHATRIAN","0570081D","57540","PU",117,91,"TFC"
"LYCEE SAINT ANTOINE","0570211V","57540","PR",78,100,"TFC"
"LYCEE JULIE DAUBIE (GENERAL ET TECHNO.)","0570146Z","57591","PU",360,92,"TFC"
"LYCEE MANGIN (GENERAL ET TECHNO.)","0570094T","57630","PU",282,94,"TFC"
"LYCEE HENRI NOMINE (GENERAL ET TECHNO.)","0570099Y","57631","PU",172,90,"TFC"
"LYCEE JEAN DE PANGE","0570098X","57631","PU",373,94,"TFC"
"LYCEE SAINTE CHRETIENNE","0570214Y","57631","PR",44,95,"TFC"
